@relation portrait_noG-weka.filters.unsupervised.instance.Resample-S1-Z60.0-no-replacement

@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute TP numeric

@data
-0.079,0.17,-0.081,5
-0.145,-0.278,-0.862,5
-0.514,0.033,0.17,5
0.374,0.727,-0.014,5
0.675,0.001,0.204,5
-0.078,-0.113,0.269,5
-0.997,0.029,-0.898,6
-0.046,0.036,-0.031,5
-0.22,-0.195,0.1,5
1.125,0.905,-1.051,5
-0.059,0.257,0.025,5
0.504,0.19,0.009,5
0.625,-0.162,0.13,5
0.023,-0.066,0.017,5
0.663,-0.276,0.035,5
0.204,0.614,-1.801,6
0.307,0.563,0.013,5
0.122,0.142,-0.007,5
0.002,0.08,0.04,5
-0.77,-0.301,-1.078,5
-0.013,0.03,0.04,5
-0.087,-0.287,0.018,5
0.617,0.007,0.671,5
0.253,0.593,-0.014,5
-0.35,0.096,-0.231,5
0.019,0.314,0.002,5
0.132,0.324,-0.023,5
-0.092,0.161,0.01,5
0.029,0.139,-0.025,5
0.299,-0.106,-0.217,5
0.538,0.307,-0.492,4
0.002,0.2,0.097,5
-0.111,-0.802,0.472,5
0.329,0.083,-0.008,5
0.271,-0.001,0.01,5
-0.181,-0.015,0.045,5
0.549,0.157,-0.093,5
0.016,-0.057,0.021,5
0.174,-0.404,0.206,5
-0.427,-0.198,0.138,5
0.022,0.75,-0.577,5
-0.008,-0.126,0.02,5
0.299,-0.076,0.03,5
-0.192,-0.069,-0.016,5
0.199,0.029,0.399,5
0.465,-0.131,-0.047,5
0.096,-0.156,0.058,5
-0.047,0.36,-0.576,4
-0.052,0.165,-0.008,5
-0.021,-0.113,-0.337,5
0.013,0.107,0.084,5
-0.731,0.269,-0.108,5
-0.01,0.035,0.023,5
-0.009,0.47,0.049,5
-0.169,0.294,0.005,5
0.048,0.062,0.046,4
-0.222,0.159,-0.025,4
-1.122,-1.215,0.935,5
0.339,0.646,-0.004,5
-0.78,0.036,-1.978,5
0.019,-0.038,0.031,5
0.135,0.208,0.174,5
-0.377,-1.16,1.957,5
-0.293,0.567,-2.591,5
0.125,0.133,0.015,5
0.058,0.176,-0.024,5
-0.139,-0.096,-0.056,5
-0.194,-0.289,-0.006,5
0.541,-0.801,0.267,5
0.034,0.125,0.075,5
0.079,-0.171,0.009,5
0.172,-0.791,-0.001,5
-0.148,0.116,-0.011,5
0.251,0.239,0.001,5
0.157,0.22,-0.022,5
0.621,0.714,-0.295,5
0.361,-0.409,0.007,5
-0.381,-0.318,0.036,5
0.148,0.147,0.049,5
-0.089,-0.216,0.041,5
-0.175,0.001,0.043,5
0.242,-0.013,-0.012,5
-0.366,0.247,0.144,5
-0.052,0.363,0.008,5
-0.091,0.245,0.001,5
-0.491,-0.77,2.044,4
0.091,-0.054,0,5
-0.386,-0.565,0.402,6
-0.792,-0.272,-0.719,5
0.22,0.155,0.106,5
-0.03,-0.007,0.023,5
-0.428,0.454,-0.223,4
0.081,0.146,0.02,5
0.007,0.461,-2.155,5
-0.193,0.398,-0.007,4
-0.425,0.21,-0.008,5
-0.329,0.305,0.028,5
0.384,0.027,0.348,5
0.203,0.066,0.069,5
0.155,0.173,0.021,5
-0.148,-0.181,0.009,4
-0.81,-1.126,0.506,5
-0.228,-0.752,0.007,5
-0.259,0.031,0.04,5
-0.09,-0.013,-0.076,5
-0.219,0.338,0.06,5
0.419,-0.674,1.072,5
0.034,-0.147,-0.007,5
0.194,-0.117,0.089,5
0.063,-0.993,4.415,4
0.298,0.261,-0.013,5
-0.393,-0.085,-0.032,5
-0.228,-0.049,0.022,5
-0.299,-0.159,0.041,5
-0.392,0.057,0.002,5
0.08,0.085,-0.001,5
-0.342,-0.1,-0.055,4
0.291,0.568,0.014,5
-0.349,-0.21,-0.084,5
0.789,0.607,-2.048,5
0.28,0.207,-0.029,5
-0.032,0.151,-0.044,5
-0.064,-0.058,0.058,5
0.352,0.334,-0.4,5
0.116,-0.014,0.002,5
1.538,0.241,-0.055,5
0.299,0.203,-0.02,5
-0.375,-0.134,-0.174,5
-0.052,0.4,-0.715,6
-0.046,0.151,-0.022,5
0.568,0.068,-0.241,5
-0.239,-0.404,0.146,6
0.309,0.098,-0.142,5
-0.139,0.347,0.335,5
-0.6,0.185,-0.046,5
-0.966,0.033,-1.812,5
-0.416,0.268,0.033,4
-0.311,0.145,-0.458,5
0.603,0.188,-0.37,5
-0.34,0.053,0.007,5
-0.094,-0.196,0.017,5
-0.17,0.058,-0.037,5
-0.238,-1.009,2.715,5
-0.159,-0.134,-0.055,5
0.208,0.239,0.205,4
-0.011,0.042,-0.009,5
-0.628,-0.058,-0.015,5
0.414,-0.456,0.441,5
-0.088,0.189,-0.023,5
0.218,-0.229,0.087,5
0.511,-0.357,0.79,5
-0.469,0.371,-0.023,4
0.462,-0.051,-0.035,5
0.105,-0.013,0.02,6
0.346,0.033,-0.763,5
0.11,0.265,-0.021,5
0.697,0.377,-0.517,5
0.109,-0.025,0.025,5
0.104,0.311,0.026,5
0.009,-0.043,-0.018,5
0.128,-0.044,0.049,5
0.397,-0.424,0.014,5
0.019,0.039,-0.009,5
0.258,0.201,-0.02,5
-0.498,0.048,-0.015,5
0.148,0.131,0.02,5
0.624,0.447,-0.813,5
0.257,0.231,-0.031,6
0.251,0.083,0,5
0.6,0.329,-0.077,5
0.143,0.456,-0.01,6
-0.119,-0.096,-0.003,5
0.153,0.275,0.031,5
-0.066,0.381,-0.015,5
-0.159,-0.067,0.045,4
0.071,0.078,-0.015,5
-0.04,0.062,-0.018,5
-0.257,-0.23,0.014,5
-0.197,-0.015,0.022,5
0.173,0.068,-0.019,5
0.093,0.139,0.476,6
0.174,-0.168,0.023,6
-0.049,-0.471,-0.008,5
0.05,0.059,0.106,5
-0.14,-0.168,0.001,5
0.197,0.251,0.034,5
-0.134,0.161,-0.02,5
0.035,-0.242,-0.013,5
0.163,0.808,0.026,5
0.513,0.048,-0.234,5
0.33,0.533,-0.501,5
-0.012,0.086,-0.016,5
-0.011,-0.24,0.009,5
0.211,0,-0.03,5
-0.714,0.363,-0.388,5
-0.968,0.245,-0.466,5
0.541,-0.251,0.048,5
-0.267,0.269,0.669,5
0.5,0.188,0,6
0.032,0.064,-0.037,5
-0.024,0.096,0.001,5
-0.11,-0.508,-0.25,5
-0.5,-0.157,-0.012,5
0.139,0.075,-0.044,5
0.247,0.825,-2.414,5
0.282,-0.081,0.036,5
-0.645,-0.015,-1.418,5
-0.871,-1.412,1.655,5
-0.452,-0.173,0.021,5
-0.028,0.168,0.006,5
-0.205,0.157,-0.033,5
0.257,0.422,0.531,5
-0.6,0.267,-0.028,5
-0.076,-0.477,0.09,5
0.922,0.244,-0.211,5
-0.45,-0.663,-0.112,5
-0.046,0.119,-0.516,5
0.312,0.363,-0.232,5
0.124,-0.013,0.026,5
-0.01,-0.042,-0.241,5
0.036,0.303,-0.021,5
-0.046,-0.087,0.111,5
0.177,0.424,-0.005,5
0.238,-0.093,-0.024,5
-0.483,-0.204,0.063,5
-0.389,-0.241,0.01,4
0.362,0.791,-0.098,5
-0.135,0.023,0.304,5
0.07,-1.103,3.417,6
-0.609,-0.129,-0.011,5
0.891,0.393,-1.097,5
0.15,0.02,-0.014,4
0.162,0.027,-0.213,5
-0.484,0.253,-1.062,5
0.051,0.086,0.011,5
-0.444,-0.545,0.047,5
-0.364,-0.856,1.51,5
0.323,0.468,-0.137,5
-0.146,-0.194,0.104,5
-0.231,-0.4,0.377,5
-0.053,0.063,-0.007,5
-0.041,0.107,-0.251,5
-0.035,0.599,0.044,6
0.546,0.158,-0.45,5
0.009,0.445,0.045,5
0.361,-0.261,-0.005,5
0.142,-0.049,-0.022,5
0.085,-0.527,-0.023,5
0.304,-0.212,0.025,5
-0.257,0.384,-0.002,5
0.14,0.3,-0.033,5
0.376,-0.328,0.008,5
-0.068,0.072,0.009,5
-0.055,-0.054,-0.072,5
0.261,-0.106,0.001,5
0.278,0.266,-0.027,5
-0.569,0.241,-0.426,5
0.083,0.304,-0.033,5
0.205,-0.097,0.019,5
0.246,0.037,0.012,5
-0.599,0.293,0.031,4
0.287,-0.725,0.439,4
0.356,0.111,0.233,5
0.365,0.173,-0.059,5
-0.098,-0.167,0.094,4
-0.002,-0.632,1.055,5
-0.193,0.207,0.273,5
0.054,0.169,-0.016,6
-0.038,0.143,-0.024,5
-0.426,-0.063,-0.019,5
-0.256,0.265,-0.053,5
-0.127,0.115,0.084,5
0.863,-0.672,0.212,5
-0.335,0.413,0.012,5
0.069,-0.057,-0.002,5
0.169,0.151,0.284,5
0.6,-0.42,0.1,4
-0.142,-0.003,-0.025,5
-0.623,-0.624,0.409,5
-0.75,0.208,-0.706,5
-0.141,-0.136,0.227,5
-0.313,-0.704,1.063,5
0.257,-0.174,-0.102,5
0.989,-0.268,0.478,5
-0.126,0.506,-1.552,5
0.008,-0.05,0.033,5
-0.289,0.339,0.028,5
-0.449,0.402,-0.052,4
-0.563,-0.507,0.131,5
0.403,0.061,0.516,5
0.12,0.192,-0.036,5
0.028,0.395,-0.031,5
0.101,-0.453,0.159,4
-0.517,0.32,-1.587,5
0.487,0.221,-0.898,5
-0.132,0.072,0.03,5
0.2,0.034,-0.263,5
0.851,0.231,0.205,5
0.067,-0.567,0.443,5
-0.188,-0.017,-0.088,5
-0.143,-0.283,0.058,6
0.169,-0.312,-1.423,5
0.607,0.814,-2.332,5
0.194,0.393,-0.684,4
0.373,-0.147,0.035,5
0.12,0.168,-0.025,5
0.136,0.248,-0.518,5
0.194,-0.187,0.014,5
0.536,0.226,-0.656,5
-0.763,0.192,-0.213,5
0.229,0.092,0.043,4
0.035,0.026,0.039,5
0.488,0.035,-0.554,5
0.527,-0.017,-0.554,6
0.333,0.016,-0.003,5
-0.173,-0.022,0.037,6
0.23,0.051,-0.001,5
-0.016,-0.034,0.094,5
0.079,0.182,0.052,5
-1.49,-1.232,0.711,5
0.019,-0.356,0.198,5
-0.323,-0.185,-0.01,4
-0.297,-0.778,1.159,5
0.008,0.491,0.225,5
0.373,-0.244,0.031,5
-0.089,-0.142,-0.018,5
0.06,0.262,-0.047,5
0.567,-0.141,0.062,4
0.013,0.071,0.045,5
0.274,0.268,0.008,5
0.279,0.063,-0.034,4
-0.424,-0.319,0.144,5
0.254,0.109,-0.121,4
0.005,-0.268,0.074,5
-0.588,0.159,-0.153,5
0.65,0.87,-2.533,5
0.078,0.529,-0.003,4
0.347,-0.262,-0.07,5
0.033,-0.288,0.066,5
0.527,-0.174,0.047,4
0.278,0.469,0.115,5
-0.166,-0.206,-2.406,5
-0.175,0.022,-0.027,5
0.254,0.07,0.93,5
-0.127,0.475,-0.034,5
0.104,0.024,0.293,5
-0.041,0.171,0.045,5
-0.324,0.125,-0.083,5
-0.264,0.137,-0.024,5
-0.091,0.126,0.083,5
0.243,0.2,-0.175,5
0.083,-0.05,0.013,5
-0.964,-1.233,1.708,5
-0.456,-1.07,2.215,5
-0.019,0.156,0.03,5
0.001,0.172,-0.017,5
-0.055,-0.192,0.001,5
-0.19,-0.029,-0.032,5
0.171,0.041,-0.179,5
0.351,0.258,-0.006,5
0.719,-0.302,0.035,5
-0.535,-0.642,-0.098,5
1.18,-0.138,0.06,4
0.059,0.018,0.036,5
-0.48,-0.435,0.217,5
-0.214,-0.908,0.892,5
-0.042,0.568,-0.041,5
-0.484,0.079,-0.068,5
-0.164,-0.079,0.042,5
0.376,0.021,-0.004,5
-0.789,0.082,-2.03,5
-0.06,-0.196,-0.034,5
-0.276,0.051,1.221,5
-0.844,-0.039,-1.411,4
-0.469,-1.111,1.902,5
0.434,-0.125,0.022,5
-0.121,-0.271,0.062,4
-0.022,0.262,-0.792,5
-0.028,0.19,0.009,5
-0.498,0.177,-0.03,5
0.5,-0.111,-0.004,5
-0.085,0.391,-0.145,5
-0.052,-0.407,-0.086,5
0.018,-0.012,0.028,6
0.543,0.472,-0.319,5
-0.127,0.167,-0.003,5
-0.015,0.144,-0.013,5
-0.107,0.809,-0.047,5
0.043,0.06,0.527,5
-0.5,-1.334,1.83,5
-0.012,-0.148,0,5
0.107,0.144,0.019,5
0.37,-0.905,2.057,5
-0.387,-0.148,-0.06,5
0.611,-0.094,0.355,5
0.006,0.424,0.096,5
0.277,-0.486,0.048,5
-0.323,-0.066,-0.042,5
0.607,-0.485,-0.036,5
0.285,0.445,-0.022,5
0.063,0.227,0.065,5
-0.083,0.145,-0.065,5
0.175,0.214,-0.009,5
0.208,-0.487,0.033,5
-0.097,-0.083,0.008,5
-0.058,0.022,-0.026,5
0.051,0.159,0.006,6
-0.091,-0.074,-0.044,5
-0.219,0.154,-0.009,5
-0.079,-0.228,-1.794,5
-0.067,-0.075,0.003,4
-0.225,-0.033,-0.022,5
-0.626,-0.031,-0.041,5
0.432,-1.007,2.761,5
0.478,-0.11,-0.519,5
-0.132,-0.106,-0.005,5
-0.553,0.053,-0.027,5
-0.183,0.413,-1.331,5
-0.176,0.19,0.037,5
-0.362,-0.622,-0.082,5
-0.015,0.344,0.036,5
-0.644,-0.693,-0.938,5
-0.663,0.009,0.132,5
-0.039,0.536,-0.002,5
0.157,-0.13,-0.03,5
-0.173,-0.172,0.015,5
0.024,0.137,-0.028,5
-0.096,0.03,0.029,6
0.016,-0.107,0.338,5
-0.084,0.298,-0.046,5
-0.196,0.383,0.038,5
0.387,0.265,0.008,4
0.153,-1.737,3.798,5
-0.059,0.04,0.004,5
-0.341,0.324,-0.545,5
-0.427,0.411,-0.071,5
0.057,-0.196,0.026,5
-0.085,0.524,-0.091,5
0.798,-0.625,0.04,5
-0.387,-0.152,-0.006,5
0.175,0.245,0.038,5
0.466,0.091,0.01,5
-0.044,0.025,0.014,5
0.066,0.107,-0.036,5
-0.267,-0.359,-0.826,5
-0.162,0.221,-0.765,5
-0.353,0.241,-0.028,5
-0.702,-0.069,-0.046,5
-0.196,-1.099,0.437,5
0.081,-0.056,0.099,5
0.365,0.027,-0.027,5
-0.001,-0.284,0,5
0.178,0.362,-0.85,5
0.514,0.212,-0.091,5
-0.154,-0.139,0.122,5
-0.058,0.244,0.122,5
-0.883,-0.762,-0.963,4
-0.13,0.6,-0.587,5
0.375,-0.277,0.711,4
-0.228,0.356,-0.011,5
-0.363,-0.127,0.042,5
0.097,-0.134,-0.055,6
-0.284,-0.025,-0.046,5
-0.151,0.261,0.889,5
-0.219,-0.216,0.031,4
0.535,0.117,-0.333,5
-0.338,-0.111,-0.029,5
0.332,0.582,-0.171,5
-0.13,-0.05,-0.017,5
-0.126,-0.117,-0.003,5
0.178,0.154,0.285,5
-0.529,0.32,-0.049,5
0.081,-0.195,0.09,6
-0.144,-0.23,-0.019,5
-0.386,0.221,0.622,6
-0.065,-0.077,0.027,5
-0.199,0.559,-0.097,5
-0.045,-0.081,0.049,5
0.349,0.061,-0.03,5
-0.68,-0.348,-0.416,5
-0.003,0.111,-0.048,5
-0.045,0.362,-0.028,5
0.328,0.192,-0.061,5
-0.107,-0.106,0.004,5
-0.429,-0.012,-0.597,5
-0.039,0.405,-0.026,5
0.173,-0.058,-0.085,5
-0.821,0.194,0.059,5
0.009,-0.149,0.041,5
0.108,-0.451,0.008,5
-0.552,0.202,-1.556,5
-0.024,0.44,0.306,5
0.184,0.179,-0.016,5
0.377,-0.223,-0.112,5
0.021,-0.043,0,5
-0.192,0.254,-0.038,5
-0.851,-0.042,-1.686,5
-0.667,-0.708,0.118,5
-0.031,-0.076,0.006,5
0.188,0.11,0.055,5
-0.705,-0.106,-0.203,5
0.369,0.151,-0.044,5
0.658,0.255,-0.337,4
-0.091,-0.141,0.037,4
-0.038,0.231,0.029,4
-0.244,0.305,-0.041,5
-0.063,0.128,0.003,5
0.218,0.257,0.01,5
0.155,-0.083,0.078,4
-0.149,-0.491,-0.19,5
-0.136,-0.057,0.007,6
-0.068,0.101,0.035,5
0.02,0.165,-0.053,5
0.911,0.375,-0.78,5
-0.185,-0.103,-0.026,5
0,-0.343,-0.026,5
-0.077,0.029,-0.034,5
0.394,0.204,-0.032,5
0.353,0.435,-0.828,5
0.203,0.52,0.029,5
-0.365,-0.535,-0.036,5
-0.093,0.231,0.36,5
-0.503,-0.192,0.054,5
-0.111,0.136,0.027,5
-0.423,0.164,-0.26,5
-0.748,0.109,-0.833,5
0.76,-0.336,0.059,5
-0.207,-0.054,-0.042,5
0.001,0.059,-0.044,5
0.03,-0.184,-0.313,5
0.222,0.206,0.018,5
0.177,-0.276,0.39,5
-0.419,-0.079,0.032,5
-0.065,-0.094,0.008,5
-0.665,0.149,0.034,5
-0.308,-0.278,0.117,5
0.001,0.036,0.001,5
0.023,0.149,-0.003,4
0.013,0.728,0,5
-0.271,0.011,0.819,5
0.04,-0.156,0.001,6
0.079,0.127,-0.027,5
-0.161,0.272,0.001,5
0.031,0.15,-0.064,5
0.015,-0.085,0.018,5
0.184,-0.262,0.024,4
-0.306,0.474,0.143,5
0.482,-0.233,0.206,5
-0.33,0.165,-0.281,5
0.478,0.649,-0.106,5
-0.047,-0.073,0.055,5
0.118,0.101,0.04,6
-0.824,-0.475,0.269,5
0.105,-0.052,0.029,5
-1.012,-1.303,-0.748,5
0.046,-0.01,-0.027,5
0.365,-0.159,0.109,5
0.325,0.936,-2.114,5
-0.13,0.18,-0.013,5
-0.369,-0.225,0.02,5
-0.388,0.711,0.018,5
0.215,0.512,-0.084,6
-0.421,0.227,-0.195,5
-0.439,0.134,-1.046,5
-0.033,0.069,0.204,5
-0.178,0.16,-0.039,5
-0.32,-0.181,-0.05,5
0.277,-0.505,0.151,5
-0.424,-0.924,1.568,5
0.073,0.131,-0.033,5
0.007,-0.083,0.004,5
-0.442,0.184,0.034,4
-0.487,0.565,-2.031,5
-0.29,0.206,0.178,5
-0.314,-0.64,-0.299,5
0.01,0.187,0.207,6
0,-0.001,0.015,5
-0.145,-0.315,0.013,5
0.226,0.106,0.001,5
-0.273,-0.483,-0.17,5
0.09,-0.294,0.099,5
-0.034,0.044,-0.008,5
1.637,0.408,0.378,4
-0.072,-0.222,-0.029,5
0.279,0.195,-0.048,5
-0.741,0.238,-0.746,4
-0.23,-0.141,0.331,5
-0.253,-0.454,-0.025,5
-0.563,0.158,-2.691,5
0.3,0.33,-0.438,5
-1.03,-0.469,0.118,5
-0.353,-0.027,-0.035,5
-0.188,-0.633,0.67,5
0.32,0.286,-0.051,5
-1.613,-0.991,-0.916,5
0.36,-0.23,0.046,5
0.324,0.369,-0.015,5
0.141,-0.08,-0.03,5
0.249,-0.351,0.233,5
0.349,0.309,-0.027,5
-0.209,-0.216,0.082,5
-0.391,0.278,0.095,5
-0.888,-0.108,-1.012,6
-0.003,0.201,-0.019,5
0.171,0.097,0.069,4
0.126,0.055,0.006,5
-1.462,-0.71,-1.776,5
-0.265,0.316,0.014,5
-0.13,0.178,-0.088,5
-0.119,0.062,0.095,5
0.26,0.135,-0.045,5
-0.018,-0.165,0.304,5
0.415,0.455,-1.404,5
0.199,0.219,-0.003,5
-0.938,-0.043,-0.679,6
0.051,0.097,0.039,5
-0.29,-0.548,0.205,5
-0.386,0.078,-0.021,5
-0.283,-0.503,1.037,5
-0.178,0.384,-0.019,5
0.246,-0.068,0.399,5
0.263,0.048,-0.005,5
0.945,0.454,-0.892,5
0.007,-0.112,-0.004,5
0.6,-0.226,0.359,5
0.455,-0.185,-0.01,5
0.337,-0.547,0.013,5
0.318,0.179,-0.071,5
0.228,0.021,0.012,5
0.091,0.128,-0.641,5
0.241,0.232,-0.012,5
-0.106,0.296,0.011,5
0.394,-0.316,1.156,5
0.139,-0.764,0.043,5
0.367,-0.179,0.002,5
0.027,0.008,-0.038,6
-0.419,-0.035,-0.057,6
0.244,-0.065,-0.06,5
0.19,-0.134,0.029,5
1.649,0.656,0.743,5
-0.031,0.08,0.035,5
-0.408,0.774,-0.905,5
-0.763,0.212,0.002,5
0.557,0.002,-0.048,5
0.187,-0.115,0.783,6
0.146,-0.806,0.721,5
-0.712,0.23,-0.126,5
-0.286,-0.46,0.234,5
0.121,0.119,-0.003,6
0.22,-0.158,0.023,5
0.039,0.359,0.009,5
-0.025,-0.634,0.702,5
-0.062,-0.169,0.118,5
0.314,-0.282,0.658,5
-0.141,0.639,-0.039,5
-0.048,0.211,0.124,5
-0.814,-0.388,0.177,5
0.114,-0.065,0.032,5
-0.159,-0.043,0.049,5
0.518,0.289,-0.729,5
0.278,0.157,-0.003,5
0.004,-0.241,0.052,6
-0.183,-0.043,0.18,5
0.398,0.018,-0.12,5
-0.08,0.204,0.04,6
-0.163,-0.063,-0.051,5
0.002,-0.042,0.006,4
0.098,-0.143,0.003,5
0.087,0.446,-0.016,5
-0.28,0.377,0.037,5
-0.067,0.314,0.016,6
0.014,-0.849,1.836,5
0.043,-0.063,-0.003,5
0.27,-0.305,-0.015,5
0.072,0.052,0.014,5
-0.388,-0.171,0.951,5
-0.325,0.419,-0.03,5
0.145,-0.6,-0.03,5
-0.085,-0.195,0.011,4
0.492,0.209,0.453,5
-0.116,-0.709,0.719,5
-0.018,-0.538,0.237,5
0.208,-0.046,0.047,5
0.509,-0.009,0.037,6
-0.234,-0.468,0.195,5
-0.504,-1.442,2.136,5
0.01,0.201,-0.023,5
-0.106,-0.047,0.01,5
0.257,0.584,-0.017,5
-0.01,0.112,0.08,5
0.404,-0.116,0.02,5
0.316,0.497,-0.449,5
0.023,-0.067,0.158,5
-0.272,0.182,-0.049,5
-0.772,-0.512,1.846,5
1.786,0.242,-0.061,5
-0.582,0,-0.023,6
0.455,-0.038,-0.008,5
-0.272,0.271,-0.068,5
-0.239,0.03,-0.007,5
-0.404,0.267,-0.041,5
-0.024,0.028,0.088,5
-0.577,-0.178,-1.689,5
-0.102,0.5,-0.037,5
0.599,0.39,0.163,5
0.02,-0.094,-0.006,5
-0.188,0.194,-0.039,5
0.3,0.233,0.102,4
0.357,-0.039,-0.04,5
0.065,0.42,0.019,5
-0.407,-0.043,-0.077,4
0.181,0.203,-0.001,5
-0.468,-0.357,-0.032,5
-0.117,-0.045,0,6
1.089,0.022,-0.179,5
-0.094,0.229,0.021,5
0.433,-0.422,-0.004,4
0.153,-0.059,-0.007,5
0.406,0.719,-1.734,5
0.146,-0.164,-1.775,5
0.103,-0.056,0.017,5
0.208,0.375,-0.062,4
0.261,0.329,0.008,5
0.112,0.078,-0.038,5
0.054,-0.127,-0.033,5
-0.545,-0.669,0.967,5
-0.167,-0.044,0.022,5
-0.644,-0.315,-0.006,5
0.058,0.684,0.045,5
0.072,0.223,-0.016,5
0.158,0.266,-0.018,5
-0.363,0.371,0.63,5
0.464,0.152,0.389,5
-0.366,-0.546,0.287,5
0.178,0.226,-0.005,5
-0.567,-0.2,0.274,6
-0.505,0.194,-1.213,5
0.538,-0.618,0.371,5
1.819,0.453,0.612,6
0.445,0.651,-0.033,5
-0.853,-0.188,-0.066,5
0.597,-0.152,0.376,5
0.408,-0.199,-0.031,5
-0.296,0.352,0.313,5
0.309,0.174,-0.007,5
0.058,0.137,0.078,5
1.101,1.049,-1.716,5
-0.345,0.594,-0.078,5
0.581,-0.277,0.005,5
0.807,-0.604,1.124,5
0.88,0.56,-0.407,5
-0.128,-0.106,-0.021,5
0.226,-0.378,-0.014,5
0.03,0.322,0.008,4
-0.149,0.114,-0.192,5
-0.149,0.187,0.011,5
-0.202,-0.012,0.033,5
0.094,-0.184,-0.007,5
1.25,1.006,-1.474,5
-0.14,-0.135,-0.016,5
-0.154,-0.09,0.09,4
-0.02,0.104,0.244,5
-0.6,0.141,-1.417,4
0.203,-0.003,-0.006,5
-0.294,0.309,-0.775,5
0.192,-0.079,0.024,5
-0.39,0.128,-0.029,4
-0.772,0.273,-1.78,5
-0.403,-0.185,-0.013,5
0.036,0.147,-0.014,6
0.039,-0.246,-0.179,4
0.243,0.394,0.001,5
0.044,-0.108,0.004,5
-0.171,-0.043,0.029,5
-0.192,0.104,-0.023,5
-0.589,0.01,-0.958,5
1.553,0.128,3.805,5
-0.145,0.134,0.051,5
-0.848,0.235,-0.265,5
0.845,-0.706,0.693,5
0.057,0.211,0.703,6
-0.014,0.557,-0.232,5
0.177,0.418,0.14,5
-0.099,0.349,-0.012,5
-0.161,0.086,-0.019,5
0.06,-0.115,0.01,5
-0.228,-0.472,0.17,5
-0.372,0.025,0,5
-0.218,0.108,-0.053,6
0.174,-0.048,0.164,5
0.035,0.071,-0.041,5
-0.524,0.087,0.004,5
0.464,0.503,0.061,5
0.456,0.628,-0.037,5
0.066,-0.145,0.016,5
-0.118,-0.866,0.767,5
0.692,0.457,-1.038,6
-0.18,-0.271,0.405,6
-0.435,0.031,-0.139,5
-0.038,0.083,0.035,5
-0.243,-0.497,-0.038,5
0.14,0.198,0,5
0.781,-0.89,4.278,6
-0.09,0.245,-0.043,5
-0.047,0.031,-0.021,5
-0.015,0.522,-0.465,5
-0.051,-0.033,-0.028,5
1.052,-1.052,0.52,5
0.58,0.276,-0.192,5
0.013,-0.764,1.772,5
0.105,0.095,0.001,5
0.078,0.102,0.027,5
0.049,0.185,-0.021,5
-0.036,0.012,0.053,5
-0.423,0.274,-0.02,5
-0.187,-0.642,0.002,4
-0.461,0.631,-0.722,4
-0.071,0.193,-0.408,5
0.237,0.115,-0.017,5
0.378,0.056,0.009,5
-0.058,-0.22,0.011,5
0.354,-0.285,1.109,5
-0.208,-0.195,-0.028,5
-0.327,0.343,-0.538,5
-0.25,-0.372,-0.09,6
0.689,0.256,0.161,5
0.639,0.385,-0.32,5
0.107,0.025,-0.039,5
0.575,-0.89,0.9,5
-0.017,-0.064,0.012,4
0.011,-0.084,0.206,5
-0.18,-0.23,0.008,5
-0.239,0.305,-0.042,4
0.45,0.761,-0.616,6
-0.141,0.379,0.025,5
0.443,-0.854,0.759,5
0.01,0.116,0.022,5
-0.387,-0.587,0.006,4
0.314,-0.257,-0.019,5
-0.332,0.134,0.001,5
-0.011,-0.057,-0.032,5
-0.258,-0.946,1.147,5
0.099,-0.342,0.027,5
0.965,-0.792,3.094,5
0.557,0.104,-0.002,6
0.56,0.211,0.004,5
-0.084,0.321,0.009,5
-0.578,0.583,-1.841,5
-0.056,-0.096,0.032,5
0.2,-0.112,-0.116,5
-0.675,0.187,-0.204,5
0.076,0.154,-0.031,5
-0.434,0.045,-1.322,4
0.171,0.122,0.049,5
0.141,-0.117,-0.028,5
0.148,-0.151,0.203,5
0.167,0.022,0.047,6
0.497,-0.749,0.077,5
-0.581,-1.323,3.558,6
-0.217,0.335,0.468,5
0.086,0.237,0.012,5
0.087,-0.092,0.225,5
0.045,-0.055,-0.049,5
0.029,-0.227,0.015,5
-0.198,-0.159,0.018,5
-0.648,0.476,-0.014,5
-0.007,-0.172,0.02,5
-1.325,-0.972,0.559,5
-0.44,-0.328,0.017,6
0.097,0.186,-0.002,5
-0.224,-0.476,0.334,5
-0.652,0.202,-1.764,5
0.051,-0.154,0.009,5
0.081,-0.145,0.03,4
0.005,-0.161,0.119,5
-0.098,0.237,0.781,5
-0.443,0.044,-0.007,5
0.183,0.247,-0.021,5
0.076,0.099,0.025,5
0.217,-0.122,0.093,5
-0.082,0.147,0,5
-0.215,0.252,0.021,5
0.813,0.565,-0.879,5
-0.575,0.2,-0.067,5
0.432,0.369,0.479,5
-0.192,0.032,-0.187,5
-0.107,0.388,0.084,5
-0.161,-0.35,-0.017,5
0.112,0.082,-0.033,5
-0.281,-0.05,0.04,5
0.03,-0.158,0.014,5
0.198,-0.503,0.062,5
0.073,0.634,0.011,6
0.24,0.017,0.049,5
-0.447,-0.206,-0.025,5
-0.388,-0.89,1.602,5
0.118,-0.096,0.03,5
0.89,-0.743,0.766,5
-0.645,0.544,-1.523,5
-0.097,-0.28,-0.043,5
-0.243,0.296,-0.012,5
0.273,0.022,-0.04,5
0.421,0.719,-1.592,5
